key	function	accession	associated_groups	p_HL	N_HL	p_LLI	N_LLI	p_LLIILLIII	N_LLIILLIII
func_5ef8f0475be0	organic phosphonate transmembrane transporter activity	59919.PMM0717,167548.EU98_0457	HL	0.19230769230769232	78	0	31	0	11
func_5f392924aec8	sdhA :: Succinate dehydrogenase flavoprotein subunit	74547.PMT_0132,1499502.EV12_2117,1471459.JFLJ01000130_gene1478,167539.Pro_0699,74545.EU96_0974	HL,LLIILLIII	0.05128205128205128	78	0	31	0.2727272727272727	11
func_5fa55b0f5ef7	petF :: Alternative locus ID	93060.P9215_15811,59921.EU92_0351,167550.EV00_0994	HL,LLIILLIII	0.9102564102564102	78	0	31	0.2727272727272727	11
func_60448abb6609	Tpr repeat-containing protein	1501269.EW15_0206,167555.NATL1_01911	LLI	0	78	0.8387096774193549	31	0	11
func_607871562099	Cupin superfamily (DUF985)	74547.PMT_1560,1499502.EV12_1580,59919.PMM0360	HL	0.038461538461538464	78	0	31	0	11
func_609d2b2100f6	AraC-like ligand binding domain	1501269.EW15_1291,167555.NATL1_13891	LLI,LLIILLIII	0	78	0.8387096774193549	31	0.2727272727272727	11
func_60d44cd47b2f	Bacterial extracellular solute-binding protein	1385935.N836_21010,1487953.JMKF01000003_gene496	HL	0.1282051282051282	78	0	31	0	11
func_6102fb31094e	hcaE :: COG4638 Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit Inorganic ion transport and metabolism General function prediction only	1501269.EW15_0901,93059.P9211_09481,167555.NATL1_08501,1499499.EV06_1077,1499498.EV05_1609,167539.Pro_0890	LLI,LLIILLIII	0	78	0.9032258064516129	31	0.8181818181818182	11
func_6136a9ba4023	PFAM Coenzyme Q (ubiquinone) biosynthesis protein Coq4	74547.PMT_1158		0	78	0	31	0	11
func_613da48ac4f3	Periplasmic protein involved in polysaccharide export	166318.Syn8016DRAFT_1714,69042.WH5701_14286,64471.sync_0149,585423.KR49_06475	HL,LLI	0.10256410256410256	78	0.06451612903225806	31	0	11
func_614c5bb9f812	murQ :: Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate	93059.P9211_08691,167539.Pro_0941,74547.PMT_0706,1499498.EV05_1687,1499499.EV06_1135,167555.NATL1_09881,1499502.EV12_2623,1501269.EW15_1004	LLI,LLIILLIII	0	78	0.8387096774193549	31	0.8181818181818182	11
func_61e3b689413f	Heparinase II/III-like protein	167555.NATL1_08631	HL,LLI	0.038461538461538464	78	0.06451612903225806	31	0	11
func_61f174ffdc3a	pspA :: Phage shock protein A	1501269.EW15_0516,167555.NATL1_04861,74547.PMT_1361,1499498.EV05_0637,93059.P9211_04291,1499502.EV12_1918	LLI,LLIILLIII	0	78	0.967741935483871	31	0.2727272727272727	11
func_62244762a727	Bifunctional nuclease	1499502.EV12_1902,74547.PMT_1347		0	78	0	31	0	11
func_62dc5855677a	ppnP :: Catalyzes the phosphorolysis of diverse nucleosides, yielding D-ribose 1-phosphate and the respective free bases. Can use uridine, adenosine, guanosine, cytidine, thymidine, inosine and xanthosine as substrates. Also catalyzes the reverse reactions	1449050.JNLE01000003_gene3674,1033743.CAES01000047_gene622,643562.Daes_2588,754476.Q7A_2708	LLI	0	78	0.25806451612903225	31	0	11
func_62e45646b9d8	rpaC :: Alternative locus ID	167539.Pro_0741,167555.NATL1_09241,1499502.EV12_2897,93059.P9211_06891,74547.PMT_0493,1499499.EV06_0918	LLI,LLIILLIII	0	78	0.8709677419354839	31	0.7272727272727273	11
func_639b0e2facf2	Phytanoyl-CoA dioxygenase (PhyH)	74545.EU96_1353,93060.P9215_14181,1458357.BG58_39635,1175306.GWL_46440,237727.NAP1_15523,984262.SGRA_3989,1207063.P24_00995	HL	0.07692307692307693	78	0	31	0	11
func_640de194a5ed	xylR :: Alternative locus ID	1499502.EV12_2964,74547.PMT_0437,1499499.EV06_1268,167539.Pro_1072	LLIILLIII	0	78	0	31	0.2727272727272727	11
func_641c3fac8e8b	Ycf66 protein N-terminus	313625.BL107_08049,1280380.KR100_06545,32051.SynWH7803_0336,221359.RS9916_26709	HL,LLIILLIII	0.05128205128205128	78	0	31	0.18181818181818182	11
func_643972482ae4	synthase	207954.MED92_16720,316279.Syncc9902_0347,543913.D521_0319,1159870.KB907784_gene2777	HL,LLIILLIII	0.0641025641025641	78	0	31	0.09090909090909091	11
func_65be2e3ac82a	cysR :: - catabolite gene activator and regulatory subunit of cAMP-dependent protein	167539.Pro_1574	LLI,LLIILLIII	0	78	0.03225806451612903	31	0.45454545454545453	11
func_6617b0a42402	Lecithin retinol acyltransferase	1499502.EV12_1467,74547.PMT_0060		0	78	0	31	0	11
func_66304dc2e4ef	ureC :: Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family	167548.EU98_0554,59919.PMM0963,74547.PMT_2236,59926.EV02_0186,1499502.EV12_2368,74546.PMT9312_0836,167546.P9301_08931,1501268.EW14_0924,59925.EU91_0866,93057.EU95_0260,167550.EV00_1463,59921.EU92_0681,93060.P9215_09251,1501269.EW15_1987,146891.A9601_08951,167555.NATL1_19261,74545.EU96_0485	HL,LLI	0.8846153846153846	78	0.967741935483871	31	0	11
func_674f12baa559	Substrate-specific component BioY of biotin ECF transporter	167539.Pro_1031,93059.P9211_10201,74547.PMT_0594,1499499.EV06_1227,1499498.EV05_1535,1499502.EV12_2770,167555.NATL1_07791,1501269.EW15_0829	LLI,LLIILLIII	0	78	0.967741935483871	31	0.8181818181818182	11
func_6785b2a29ec2	Tripartite ATP-independent periplasmic transporters,  DctQ component	74547.PMT_2162,1499502.EV12_2265		0	78	0	31	0	11
func_68076313606f	von Willebrand factor (vWF) type A domain	74547.PMT_0258,1499502.EV12_0177		0	78	0	31	0	11
func_681696006328	mtnA :: Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)	1499502.EV12_1720,221360.RS9917_07765,74547.PMT_1901	LLIILLIII	0	78	0	31	0.09090909090909091	11
func_687967e38ecc	PFAM FAD dependent oxidoreductase	59921.EU92_0275,59919.PMM1215,167539.Pro_1319,167548.EU98_1858,146891.A9601_14181	HL,LLIILLIII	0.14102564102564102	78	0	31	0.09090909090909091	11
func_68a57a7b5435	psb28 :: Belongs to the Psb28 family	32051.SynWH7803_1355,99598.Cal7507_1745	LLI	0	78	0.2903225806451613	31	0	11
func_68b4785d087f	TIGRFAM MSMEG_0572 family protein	167546.P9301_13121	HL	0.10256410256410256	78	0	31	0	11
func_68fcdab365f5	Parvulin-like peptidyl-prolyl isomerase	585425.KR52_12405,316278.SynRCC307_0489,232348.ADXL01000091_gene430,110663.KI911558_gene2165,69042.WH5701_03184,110662.Syncc9605_2528,166314.Syncc8109_0093,64471.sync_2860	HL,LLI	0.038461538461538464	78	0.1935483870967742	31	0	11
func_6947856c7c3a	Domain of unknown function (DUF4912)	1499502.EV12_0800,74547.PMT_0307,1499499.EV06_0893	LLIILLIII	0	78	0	31	0.36363636363636365	11
func_694ad3827b0a	Iron-Sulfur binding protein C terminal	93059.P9211_12991,1499498.EV05_1237	HL,LLIILLIII	0.038461538461538464	78	0	31	0.2727272727272727	11
func_69ad43185e00	Domain of unknown function (DUF427)	1499502.EV12_0063,74547.PMT_1032		0	78	0	31	0	11
func_69cf1d6ee556	TIGRFAM amidase,  hydantoinase carbamoylase family	167548.EU98_0498	HL	0.15384615384615385	78	0	31	0	11
func_6a24455f8a73	glycerophosphoryl diester phosphodiesterase	556267.HWAG_00784,537972.ABQU01000030_gene453,1198452.Jab_2c09190,167542.P9515_14041,1501268.EW14_1707,1178825.ALIH01000009_gene1305,1121875.KB907551_gene1101,866895.HBHAL_1984	HL,LLI	0.14102564102564102	78	0.06451612903225806	31	0	11
func_6a9b39d8ebd5	S4 domain	59919.PMM0828,167548.EU98_1230,167542.P9515_09031,167550.EV00_0062	HL	0.15384615384615385	78	0	31	0	11
func_6ab43865afec	PetN	167548.EU98_0387	HL,LLI	0.15384615384615385	78	0.03225806451612903	31	0	11
func_6b62d87db09f	LemA family	1499502.EV12_0185,74547.PMT_0252,382464.ABSI01000006_gene844	LLI,LLIILLIII	0	78	0.03225806451612903	31	0.09090909090909091	11
func_6bea7757767c	trhF :: signal peptide processing	167542.P9515_14561	HL	0.07692307692307693	78	0	31	0	11
func_6c00cb721d2f	fdx :: Alternative locus ID	167550.EV00_0345,1499502.EV12_0399,1499498.EV05_0714,167542.P9515_03481,1471522.JFNU01000004_gene264,93060.P9215_03411,74546.PMT9312_0322,167539.Pro_0356,74547.PMT_1664,167546.P9301_03411,59919.PMM0316,59925.EU91_0486,1499499.EV06_0445,167548.EU98_0848,93059.P9211_03511,1501268.EW14_0360	HL,LLIILLIII	0.9743589743589743	78	0	31	0.8181818181818182	11
func_6c69fb3afc21	rlpA :: Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	74547.PMT_1690,1499502.EV12_0439		0	78	0	31	0	11
func_6cd0dd05efb7	dehydratase	316279.Syncc9902_1604,110662.Syncc9605_0762	LLIILLIII	0	78	0	31	0.5454545454545454	11
func_6d3285e65997	Sigma-70,  region 4	1499502.EV12_0386,74547.PMT_1655,146891.A9601_12341,1471459.JFLJ01000130_gene1499	HL	0.05128205128205128	78	0	31	0	11
func_6d603c10a39c	2TM domain	74547.PMT_0633		0	78	0	31	0	11
func_6d6b78a95c83	NADPH-dependent FMN reductase	1501269.EW15_0058,1499499.EV06_0755,167539.Pro_0043	LLI,LLIILLIII	0	78	0.1935483870967742	31	0.45454545454545453	11
func_6e6e1d642082	FecCD transport family	93057.EU95_0727	HL,LLI	0.02564102564102564	78	0.2903225806451613	31	0	11
func_6f5c3b489f26	COG0457 FOG TPR repeat	166318.Syn8016DRAFT_1733,1002340.AFCF01000032_gene3710,221359.RS9916_37727	LLI,LLIILLIII	0	78	0.03225806451612903	31	0.09090909090909091	11
func_6f6c355cf39c	membrane protein (COG2259)	167548.EU98_1684,1501268.EW14_1663,167546.P9301_15461,167555.NATL1_07631,59919.PMM1359,146891.A9601_15611,59926.EV02_1610,59925.EU91_1527,74546.PMT9312_1457,59921.EU92_0343,167542.P9515_15211,1501269.EW15_0812,93060.P9215_15891,167550.EV00_0986	HL,LLI	0.9358974358974359	78	0.9354838709677419	31	0	11
func_6f6d13a2b904	petF1 :: nitric oxide dioxygenase activity	167555.NATL1_14011	LLI	0	78	0.6774193548387096	31	0	11
func_6fac9a6747d5	Predicted membrane protein (DUF2079)	1499502.EV12_0659,74547.PMT_1984,59931.WH7805_11193	LLI	0	78	0.03225806451612903	31	0	11
func_6fe5bc73c8fa	ABC-type polysaccharide polyol phosphate transport system ATPase component	167555.NATL1_20941,1471522.JFNU01000169_gene976,1501269.EW15_2165,1499502.EV12_1500,74547.PMT_0108	HL,LLI	0.11538461538461539	78	0.8064516129032258	31	0	11
func_70121c373076	mtnD :: Catalyzes 2 different reactions between oxygene and the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene) depending upon the metal bound in the active site. Fe-containing acireductone dioxygenase (Fe-ARD) produces formate and 2-keto-4- methylthiobutyrate (KMTB), the alpha-ketoacid precursor of methionine in the methionine recycle pathway. Ni-containing acireductone dioxygenase (Ni-ARD) produces methylthiopropionate, carbon monoxide and formate, and does not lie on the methionine recycle pathway	1499502.EV12_0104,74547.PMT_0197		0	78	0	31	0	11
func_7043fb5bf041	galE :: UDP-glucose 4-epimerase	221359.RS9916_38572,64471.sync_0231,166314.Syncc8109_0185	HL	0.0641025641025641	78	0	31	0	11
func_7045ba3a0d8b	Belongs to the anti-sigma-factor antagonist family	74547.PMT_0652,1499502.EV12_2685		0	78	0	31	0	11
func_707af1efa134	mutY :: A G-specific adenine glycosylase	167539.Pro_1789,74547.PMT_0135,167555.NATL1_20801,1501269.EW15_2150,1499502.EV12_2123,1499498.EV05_0315,93059.P9211_17541,1499499.EV06_1655	LLI,LLIILLIII	0	78	0.9354838709677419	31	0.8181818181818182	11
func_70d7ab519bc1	nuclease	1499502.EV12_0899,59921.EU92_0922,1499502.EV12_0235	HL	0.0641025641025641	78	0	31	0	11
func_70dfc886da69	Mycolic acid cyclopropane synthetase	167555.NATL1_21081,1499502.EV12_0579,74547.PMT_1474,1501269.EW15_2188	LLI	0	78	0.3548387096774194	31	0	11
func_7136b495ac78	Domain of unknown function (DUF697)	1499498.EV05_1506,313598.MED152_07305,74546.PMT9312_0600	HL,LLIILLIII	0.08974358974358974	78	0	31	0.09090909090909091	11
func_71665b1ec910	psbI :: One of the components of the core complex of photosystem II (PSII), required for its stability and or assembly. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation	1501268.EW14_0298	HL	0.08974358974358974	78	0	31	0	11
func_71a228e73d8c	Sodium/hydrogen exchanger family	1499502.EV12_1811,1499502.EV12_2834,74547.PMT_0542,74547.PMT_1974		0	78	0	31	0	11
func_71ae9cd5210d	Serine threonine specific protein	1499502.EV12_2511,74547.PMT_1090		0	78	0	31	0	11
func_720bae1ee960	MarC family integral membrane protein	1499502.EV12_3021		0	78	0	31	0	11
func_723ce2f73ffc	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	74547.PMT_0384,1501269.EW15_1332	LLI	0	78	0.45161290322580644	31	0	11
func_72594b61d36d	dus :: Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	1471522.JFNU01000141_gene1672,167555.NATL1_04411,1501269.EW15_0456,167550.EV00_0059,74545.EU96_0003,167542.P9515_10941,59921.EU92_1077,59919.PMM1009,74546.PMT9312_1019,1501268.EW14_1131,167548.EU98_0128,74547.PMT_0200,1499502.EV12_0107,59925.EU91_1197,93060.P9215_11271,167546.P9301_10981,146891.A9601_10981,59926.EV02_0391	HL,LLI	0.8461538461538461	78	1.0	31	0	11
func_735ba9af7f51	heat shock protein DnaJ	1499498.EV05_0932,1499499.EV06_0658,1501269.EW15_0209,1499502.EV12_1814,93059.P9211_01371,74547.PMT_1977,167539.Pro_0142,167555.NATL1_01941	LLI,LLIILLIII	0	78	0.8709677419354839	31	0.8181818181818182	11
func_739d7d97c7a5	Type III restriction enzyme,  res subunit	74547.PMT_1168,1499502.EV12_2026,1501268.EW14_1405	HL	0.02564102564102564	78	0	31	0	11
func_73aaecdc31e4	Photosystem II reaction centre N prot	74545.EU96_0262,167546.P9301_10911,74546.PMT9312_1012,59926.EV02_0384	HL	0.8846153846153846	78	0	31	0	11
func_740f44c339af	Polyphosphate kinase 2 (PPK2)	74547.PMT_0803,1499502.EV12_2162		0	78	0	31	0	11
func_742f1ecf0d43	neuA :: Acylneuraminate cytidylyltransferase	1123518.ARWI01000001_gene631,392500.Swoo_1578,1101190.ARWB01000001_gene742,1201293.AKXQ01000007_gene533,1163389.OOM_1615,693444.D782_1587	HL,LLI	0.0641025641025641	78	0.03225806451612903	31	0	11
func_746f4ee14a28	Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor	1501268.EW14_1550,1501268.EW14_1279,59926.EV02_1846	HL,LLI	0.24358974358974358	78	0.45161290322580644	31	0	11
func_747253014514	Phytoene dehydrogenase	93060.P9215_03701,167548.EU98_0820,1501268.EW14_0390,59926.EV02_0876,167546.P9301_03701,93057.EU95_0747,167542.P9515_03741,59919.PMM0339,1501269.EW15_1212,74546.PMT9312_0345,167550.EV00_0821,146891.A9601_03711,167555.NATL1_12111,59925.EU91_0516,74545.EU96_0999,59921.EU92_1192	HL,LLI	0.9358974358974359	78	0.967741935483871	31	0	11
func_74d1287f920b	sdhB :: Alternative locus ID	167539.Pro_0700,1471459.JFLJ01000130_gene1479,74547.PMT_0133,1499502.EV12_2118	HL,LLIILLIII	0.038461538461538464	78	0	31	0.2727272727272727	11
func_751471ff0453	glycosyl transferase group 1	1211817.CCAT010000083_gene1670,167539.Pro_1329,232348.ADXL01000091_gene429,146891.A9601_13921,521719.ATXQ01000001_gene295,1034943.BN1094_00515	HL,LLIILLIII	0.05128205128205128	78	0	31	0.09090909090909091	11
func_75233e12d65f	NeuB family	159087.Daro_1248,314270.RB2083_3004,391735.Veis_4853,316058.RPB_1534,1432050.IE4771_CH00809,998088.B565_2792	HL,LLI	0.0641025641025641	78	0.03225806451612903	31	0	11
func_76dd78b129de	rpmH :: Belongs to the bacterial ribosomal protein bL34 family	1499498.EV05_1263,316279.Syncc9902_1784	LLIILLIII	0	78	0	31	0.09090909090909091	11
func_76fe0ac83c2a	ppiB :: PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	1499498.EV05_1321,1501269.EW15_1664,167555.NATL1_16051,93059.P9211_12311,1499499.EV06_1443,167539.Pro_1252,74547.PMT_1177,1499502.EV12_2036,1173020.Cha6605_0002	LLI,LLIILLIII	0	78	0.9032258064516129	31	0.8181818181818182	11
func_7842299e8019	Uncharacterized ACR,  YdiU/UPF0061 family	1499498.EV05_1952,146891.A9601_12961,1499499.EV06_1935	HL,LLIILLIII	0.01282051282051282	78	0	31	0.45454545454545453	11
func_78daaca7a1d0	3-beta hydroxysteroid dehydrogenase/isomerase family	59919.PMM1202,1123008.KB905712_gene762,985255.APHJ01000023_gene2574,1499499.EV06_0047	HL,LLIILLIII	0.0641025641025641	78	0	31	0.09090909090909091	11
func_797e5577b962	OsmC-like protein	1471459.JFLJ01000129_gene1076,74545.EU96_1355	HL	0.10256410256410256	78	0	31	0	11
func_79b2669b3306	kdsB :: Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	981223.AIED01000021_gene2367,999423.HMPREF9161_00821,224324.aq_692,69279.BG36_03980,526218.Sterm_2360	HL,LLI	0.038461538461538464	78	0.06451612903225806	31	0	11
func_79e9f7eb2540	PFAM T5orf172 domain	167542.P9515_00381,59931.WH7805_13248	HL,LLI	0.05128205128205128	78	0.12903225806451613	31	0	11
func_7a2f43e98e03	Leucine carboxyl methyltransferase	1499502.EV12_2045,74547.PMT_1185		0	78	0	31	0	11
func_7a358a532cd9	pfs :: Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively	1280380.KR100_02140,166314.Syncc8109_0172,110662.Syncc9605_0164,84588.SYNW0169	HL,LLI	0.038461538461538464	78	0.06451612903225806	31	0	11
func_7a3ae802c08b	FAE1/Type III polyketide synthase-like protein	1499502.EV12_0993,74547.PMT_0412		0	78	0	31	0	11
func_7b374149890c	hypA :: Hydrogenase/urease nickel incorporation, metallochaperone, hypA	1471522.JFNU01000235_gene1812	HL,LLI	0.2692307692307692	78	0.03225806451612903	31	0	11
func_7c0dd31d7bb3	mtnN :: adenosylhomocysteine nucleosidase activity	167546.P9301_14421,59921.EU92_0465	HL	0.11538461538461539	78	0	31	0	11
func_7c22225a4025	carboxysome peptide B	1499498.EV05_0506,74547.PMT_1200,1499499.EV06_0241,167539.Pro_0556,167555.NATL1_06091	LLI,LLIILLIII	0	78	0.9354838709677419	31	0.8181818181818182	11
func_7ce9d86b63de	Acts on guanine,  xanthine and to a lesser extent hypoxanthine	167555.NATL1_09061,1501269.EW15_0922,1499498.EV05_0057,93059.P9211_14851	LLI,LLIILLIII	0	78	0.9032258064516129	31	0.2727272727272727	11
func_7d0f4616a50d	ureD :: Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	167548.EU98_0551,59919.PMM0966,74546.PMT9312_0833,93060.P9215_09221,167555.NATL1_19231,74545.EU96_0482,167550.EV00_1466,1501268.EW14_0921,167546.P9301_08901,59921.EU92_0678,1501269.EW15_1984,74547.PMT_2233,146891.A9601_08921,59925.EU91_0863,59926.EV02_0183	HL,LLI	0.8846153846153846	78	0.967741935483871	31	0	11
func_7d9dd4d4dca3	NUDIX domain	74547.PMT_1026,93060.P9215_14401,1499502.EV12_0814,1499499.EV06_0052	HL,LLIILLIII	0.01282051282051282	78	0	31	0.09090909090909091	11
func_7dca0da88efa	gmhA :: Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate	411479.BACUNI_00974,290512.Paes_1745,1123400.KB904754_gene1034,987059.RBXJA2T_06535,580340.Tlie_1238,1355368.JART01000021_gene1621,273075.Ta0854,879309.HMPREF9199_2049	HL,LLI	0.08974358974358974	78	0.0967741935483871	31	0	11
func_7ddbcda82cc2	Putative zinc binding domain	1430440.MGMSRv2_3375,1325130.HFN_1686,1038862.KB893833_gene4722,224911.27354255,402777.KB235903_gene711,1244869.H261_15025,1322246.BN4_12077,391595.RLO149_c044320	HL,LLI	0.05128205128205128	78	0.22580645161290322	31	0	11
func_7e73d66b73e9	yefA :: GDP-mannose 4,6 dehydratase	1501269.EW15_2186,167555.NATL1_21061	LLI	0	78	0.6451612903225806	31	0	11
func_7e95aabd3399	Belongs to the ATCase OTCase family	167548.EU98_0496	HL	0.14102564102564102	78	0	31	0	11
func_7ed024f8786d	COG0491 Zn-dependent hydrolases,  including glyoxylases	585425.KR52_05610,166314.Syncc8109_2180,221360.RS9917_08781,221359.RS9916_34097,59931.WH7805_12993	LLIILLIII	0	78	0	31	0.45454545454545453	11
func_7eec10b1ebbc	tauA :: COG4521 ABC-type taurine transport system periplasmic component	1461693.ATO10_07887	HL,LLI	0.038461538461538464	78	0.06451612903225806	31	0	11
func_7f117e93d8eb	KR domain	366602.Caul_2722,1380390.JIAT01000011_gene2308,1470591.BW41_01126,98439.AJLL01000012_gene2190,1116472.MGMO_94c00210,1187848.AJYQ01000004_gene177,146891.A9601_04161	HL	0.11538461538461539	78	0	31	0	11
func_7fde36ec3196	Phosphate-starvation-inducible E	1499502.EV12_2940,74547.PMT_0460		0	78	0	31	0	11
func_801451187055	TIGRFAM TIGR03943 family protein	74547.PMT_2206,1499502.EV12_2322		0	78	0	31	0	11
func_81814ca798e2	helix_turn_helix,  Lux Regulon	316278.SynRCC307_0901,1499502.EV12_1332,1499502.EV12_1988		0	78	0	31	0	11
func_826fd97f68d5	gmhA :: SIS domain	1122962.AULH01000016_gene223,59919.PMM1217,146891.A9601_14411,167539.Pro_1321	HL,LLIILLIII	0.038461538461538464	78	0	31	0.09090909090909091	11
func_82a814029cc4	4Fe-4S single cluster domain of Ferredoxin I	1499498.EV05_0037,167539.Pro_1462,1499499.EV06_1981,93059.P9211_14831	LLI,LLIILLIII	0	78	0.03225806451612903	31	0.8181818181818182	11
func_82c7a5261f3f	cpcS :: Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	93060.P9215_03311,167546.P9301_03311,167542.P9515_03401,59925.EU91_0476,1501268.EW14_0350,146891.A9601_03301,74546.PMT9312_0308,93057.EU95_1687,59921.EU92_1652,167548.EU98_0858,59926.EV02_0914,59919.PMM0306,1471522.JFNU01000004_gene253,167550.EV00_0694	HL	0.9743589743589743	78	0	31	0	11
func_82f7d2c98e42	NHL repeat	1499502.EV12_0132,74547.PMT_0221		0	78	0	31	0	11
func_837079abac6a	COG798 Arsenite efflux pump ACR3 and related permeases Inorganic ion transport and metabolism	1471459.JFLJ01000129_gene1077,167555.NATL1_11591,1501269.EW15_1472,167546.P9301_12581	HL,LLI	0.21794871794871795	78	0.16129032258064516	31	0	11
func_83ce930e11b7	dTDP-4-dehydrorhamnose 3, 5-epimerase activity	1492738.FEM21_28930,93059.P9211_12921,1499498.EV05_1242,318161.Sden_2655	HL,LLIILLIII	0.05128205128205128	78	0	31	0.2727272727272727	11
func_84e06b3bbf85	ureA :: Belongs to the urease gamma subunit family	59926.EV02_0184,74547.PMT_2234,1499502.EV12_2366,59919.PMM0965,167548.EU98_0552,167550.EV00_1465,93060.P9215_09231,167555.NATL1_19241,59925.EU91_0864,232348.ADXL01000044_gene1503	HL,LLI	0.8846153846153846	78	0.967741935483871	31	0	11
func_851af8bfa613	recJ :: Alternative locus ID	74547.PMT_0761,167555.NATL1_10381,1501269.EW15_1055,1499498.EV05_1651,93059.P9211_09101,1499499.EV06_1174,1499502.EV12_2561,167539.Pro_0984	LLI,LLIILLIII	0	78	0.8709677419354839	31	0.8181818181818182	11
func_863a72441001	TIGRFAM TIGR03643 family protein	111780.Sta7437_0443,167555.NATL1_15621	LLI	0	78	0.3225806451612903	31	0	11
func_865bd776438f	moaA :: Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate	59926.EV02_1845,1501268.EW14_1551	HL,LLI	0.24358974358974358	78	0.45161290322580644	31	0	11
func_868247f9af8d	ispF :: Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	167548.EU98_1773,1499498.EV05_1212,74546.PMT9312_1374,1499499.EV06_0099,93060.P9215_15051,93059.P9211_13261,1501268.EW14_1579	HL,LLIILLIII	0.10256410256410256	78	0	31	0.6363636363636364	11
func_8694c64139ba	ntrP :: Nitrate nitrite transporter	64471.sync_2887	LLI	0	78	0.45161290322580644	31	0	11
func_86c20b808e95	Calcineurin-like phosphoesterase	1499502.EV12_1128,1499499.EV06_0876,74547.PMT_0851,59919.PMM0679,167539.Pro_0703	HL,LLIILLIII	0.05128205128205128	78	0	31	0.6363636363636364	11
func_86f5b24c8648	DnaJ-class molecular chaperone with C-terminal Zn finger domain	316278.SynRCC307_0693,59931.WH7805_11848	LLI	0	78	0.16129032258064516	31	0	11
func_87346338c8b6	Bacterial periplasmic substrate-binding proteins	74547.PMT_0897,1499502.EV12_0525,1499502.EV12_0930,74547.PMT_1517		0	78	0	31	0	11
func_88cb105f5ad4	Meiotically up-regulated gene 113	1501269.EW15_1118,167555.NATL1_11001	LLI,LLIILLIII	0	78	0.7419354838709677	31	0.18181818181818182	11
func_88dde8cc241b	Dihydroprymidine dehydrogenase domain II,  4Fe-4S cluster	74547.PMT_1557		0	78	0	31	0	11
func_88f24da7820f	SAM (And some other nucleotide) binding motif	1499502.EV12_0991,1499502.EV12_1180,74547.PMT_0414,74547.PMT_1137		0	78	0	31	0	11
func_890d6bebc36c	wecD :: COG0454 Histone acetyltransferase HPA2 and related acetyltransferases	321327.CYA_2292,221359.RS9916_38002,316278.SynRCC307_0085,69042.WH5701_03179,313625.BL107_06244	LLI	0	78	0.3548387096774194	31	0	11
func_8960fe0307a7	mtnB :: Catalyzes the dehydration of methylthioribulose-1- phosphate (MTRu-1-P) into 2,3-diketo-5-methylthiopentyl-1- phosphate (DK-MTP-1-P)	74547.PMT_0185,1499502.EV12_0073		0	78	0	31	0	11
func_89b38f555c0d	recQ :: helicase superfamily c-terminal domain	74547.PMT_0189,1499502.EV12_0077		0	78	0	31	0	11
func_8a0746da5aa8	Sap,  sulfolipid-1-addressing protein	1499502.EV12_1025,74547.PMT_1106		0	78	0	31	0	11
func_8a781ce9128b	Glycosyl transferase family 21	74547.PMT_0543,1499502.EV12_2832		0	78	0	31	0	11
func_8aa48287d613	Formate nitrite family	1499502.EV12_2376,167555.NATL1_21721	LLI,LLIILLIII	0	78	0.7419354838709677	31	0.36363636363636365	11
