key	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	function	p_HL	N_HL	p_LLI	N_LLI	p_LLIILLIII	N_LLIILLIII	p_LLIV	N_LLIV
func_d478b8f3adac	80.03763549625438	3.012751971360536e-17	2.4770542662136767e-18	LLIILLIII	1499499.EV06_1467,167539.Pro_1456,1499498.EV05_1351	DegT DnrJ EryC1 StrS aminotransferase family enzyme	0	78	0	31	0.6363636363636364	11	0	10
func_6f6d13a2b904	79.99512877660739	3.076670750092331e-17	2.5236274811119396e-18	LLI	167555.NATL1_14011	petF1 :: nitric oxide dioxygenase activity	0	78	0.6774193548387096	31	0	11	0	10
func_53bcfdec372d	79.39092691974967	4.1464391354051386e-17	3.393079466004074e-18	HL,LLI,LLIV	1501269.EW15_0818,167542.P9515_10071,59925.EU91_0907,59919.PMM0924,167555.NATL1_07691,74547.PMT_0606	GUN4-like	0.1153846153846154	78	0.9032258064516128	31	0	11	0.9	10
func_826958dadecf	79.37851984644472	4.1719235642291164e-17	3.4059008859910406e-18	HL,LLI,LLIILLIII	1499498.EV05_1081,59925.EU91_0531,167546.P9301_03841,167550.EV00_0808,93060.P9215_03851,74546.PMT9312_0357,59919.PMM0349,146891.A9601_03851,59921.EU92_1179,167539.Pro_1225,167548.EU98_0807,59926.EV02_0862,93057.EU95_0735	protein YaeJ with similarity to translation release factor	0.8717948717948718	78	0.03225806451612903	31	0.4545454545454546	11	0	10
func_723ce2f73ffc	78.99922764128009	5.0313420927664955e-17	4.097876263421124e-18	LLI,LLIV	74547.PMT_0384,1501269.EW15_1332	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	0	78	0.4516129032258064	31	0	11	1	10
func_048fc6fda2ca	78.75978981248241	5.662837145564142e-17	4.601408493847771e-18	HL,LLI	74546.PMT9312_0323,167555.NATL1_04071,167550.EV00_0346	psbM :: One of the components of the core complex of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. This subunit is found at the monomer-monomer interface	0.9615384615384616	78	0.5806451612903226	31	0	11	0	10
func_30c9837c0598	78.68429745609892	5.877922962155927e-17	4.765019842307314e-18	HL,LLIV	1499502.EV12_0311,1499502.EV12_1655,74547.PMT_2099,74547.PMT_1842,1471522.JFNU01000169_gene823,1499502.EV12_2314,74547.PMT_2198	Pentapeptide repeats (9 copies)	0.07692307692307693	78	0	31	0	11	1	10
func_2189a6799e9e	78.36121631043336	6.894591654768425e-17	5.576168000718028e-18	HL,LLIILLIII,LLIV	1501268.EW14_0342,1499502.EV12_1715,167539.Pro_0329,93060.P9215_03231	psbF :: This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation	0.8333333333333334	78	0	31	0.18181818181818185	11	1	10
func_f2e2965c9b43	78.16714016567538	7.587984518579081e-17	6.122694260006754e-18	HL,LLI,LLIILLIII	59919.PMM1578,93059.P9211_16981,167542.P9515_17651,74546.PMT9312_1670,93060.P9215_18501,167550.EV00_0250,93057.EU95_0810,59921.EU92_0576,167539.Pro_1733,1501269.EW15_2097,1471522.JFNU01000202_gene1143,1499499.EV06_1715,1499498.EV05_0258,167555.NATL1_20241	psaD :: Alternative locus ID	0.9615384615384616	78	0.9032258064516128	31	1	11	0	10
func_70dfc886da69	77.60417256219806	1.0019419389064229e-16	8.065845112493114e-18	LLI,LLIV	167555.NATL1_21081,74547.PMT_1474,1499502.EV12_0579,1501269.EW15_2188	Mycolic acid cyclopropane synthetase	0	78	0.3548387096774194	31	0	11	1	10
func_5f392924aec8	77.42198510235427	1.0962418066106038e-16	8.804550855559195e-18	HL,LLIILLIII,LLIV	74545.EU96_0974,1471459.JFLJ01000130_gene1478,1499502.EV12_2117,74547.PMT_0132,167539.Pro_0699	sdhA :: Succinate dehydrogenase flavoprotein subunit	0.05128205128205128	78	0	31	0.2727272727272727	11	1	10
func_77d1487b356a	76.92330950177272	1.4022461141251829e-16	1.1236238307515512e-17	HL,LLI,LLIILLIII	167539.Pro_0511,93059.P9211_05131,1499498.EV05_0552,59926.EV02_0683,146891.A9601_05691,93060.P9215_05941,1501269.EW15_0611,1471522.JFNU01000005_gene1483,59919.PMM0512,167548.EU98_0023,59921.EU92_0838,167550.EV00_1813,74546.PMT9312_0513,93057.EU95_1374,167546.P9301_05391,167542.P9515_05761,1501268.EW14_0558,59925.EU91_1223,1499499.EV06_0284,167555.NATL1_05701	arsC :: Belongs to the ArsC family	0.9615384615384616	78	0.967741935483871	31	0.7272727272727273	11	0	10
func_0a7f57bb7720	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	74547.PMT_2071,1499502.EV12_0615	Transposase IS200 like	0	78	0	31	0	11	0.6	10
func_29c10b76b5db	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	316278.SynRCC307_0902,221360.RS9917_08070	Glyco_18	0	78	0	31	0	11	0.6	10
func_a9c422b274d4	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	1499502.EV12_0995	Band 7 protein	0	78	0	31	0	11	0.6	10
func_c139db08703b	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	32051.SynWH7803_0948,232348.ADXL01000044_gene1478,32051.SynWH7803_0882	Multicopper oxidase	0	78	0	31	0	11	0.6	10
func_c6c696dac545	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	1499502.EV12_1321,74547.PMT_1569	Acid phosphatase homologues	0	78	0	31	0	11	0.6	10
func_cb533c894864	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	232348.ADXL01000066_gene2694,1496688.ER33_06815	Pentapeptide repeats (8 copies)	0	78	0	31	0	11	0.6	10
func_ecb8b830174b	75.48460925411065	2.8525801322552217e-16	2.24005252143533e-17	LLIV	1499502.EV12_0293	chitin binding	0	78	0	31	0	11	0.6	10
func_49f34e5988f4	75.48387200550768	2.853618276220133e-16	2.24005252143533e-17	LLI	167555.NATL1_16331	fitD :: calcium- and calmodulin-responsive adenylate cyclase activity	0	78	0.6451612903225806	31	0	11	0	10
func_7e73d66b73e9	75.48387200550768	2.853618276220133e-16	2.24005252143533e-17	LLI	167555.NATL1_21061,1501269.EW15_2186	yefA :: GDP-mannose 4,6 dehydratase	0	78	0.6451612903225806	31	0	11	0	10
func_c91417573bc6	75.47320152795227	2.868686086731417e-16	2.24173694686482e-17	HL,LLI,LLIV	59919.PMM0977,146891.A9601_10531,167548.EU98_1241,93057.EU95_1031,167555.NATL1_09021,59926.EV02_0347,93060.P9215_10851,59921.EU92_1282,59925.EU91_1024,74547.PMT_2189,74545.EU96_0225,167542.P9515_10521,74546.PMT9312_0982,1499502.EV12_2300,167546.P9301_10531,1501268.EW14_1086	multidrug efflux ABC transporter	0.9487179487179488	78	0.9032258064516128	31	0	11	1	10
func_d65b87fdd8c4	75.47320152795227	2.868686086731417e-16	2.24173694686482e-17	HL,LLI,LLIV	1471522.JFNU01000139_gene1769,59919.PMM0978,74547.PMT_2188,1499502.EV12_2299,93057.EU95_1030,146891.A9601_10541,59921.EU92_1281,167548.EU98_1242,167550.EV00_0075,59926.EV02_0348,1471459.JFLJ01000115_gene1605,74546.PMT9312_0983,59925.EU91_1025,167555.NATL1_09031,167546.P9301_10541,1501268.EW14_1087,167542.P9515_10531,93060.P9215_10861	multidrug efflux associated	0.9487179487179488	78	0.9032258064516128	31	0	11	1	10
func_86c20b808e95	74.38114544796301	4.917408852404366e-16	3.8340776164559393e-17	HL,LLIILLIII,LLIV	167539.Pro_0703,1499502.EV12_1128,1499499.EV06_0876,74547.PMT_0851,59919.PMM0679	Calcineurin-like phosphoesterase	0.05128205128205128	78	0	31	0.6363636363636364	11	0.9	10
func_1e3accc3078b	74.28571430797292	5.154509717338475e-16	4.009932819055234e-17	HL	74546.PMT9312_0733,59925.EU91_0751,167550.EV00_1575,167546.P9301_07831,93060.P9215_08171,1501268.EW14_0811,167548.EU98_0406,146891.A9601_07831,59926.EV02_0077	lig :: ATP-dependent DNA ligase	0.7692307692307693	78	0	31	0	11	0	10
func_be287a72852e	73.97325490831764	6.01375208851382e-16	4.667911249847896e-17	HL,LLI,LLIV	1118055.CAGU01000043_gene1482,1499502.EV12_1388,338966.Ppro_2995,74547.PMT_2056,1443113.LC20_02969,1121287.AUMU01000010_gene1850,313598.MED152_02510,69042.WH5701_05400	TM2 domain	0.03846153846153846	78	0.12903225806451613	31	0	11	1	10
func_2265d5d4ebb6	73.94414483455729	6.100753062260175e-16	4.724871756294747e-17	HL,LLIV	1499502.EV12_2313,1471459.JFLJ01000192_gene1150,59926.EV02_1098	Helix-turn-helix domain	0.08974358974358974	78	0	31	0	11	1	10
func_a4bd52958ca7	73.27767338783318	8.476004581808087e-16	6.549821047650161e-17	HL,LLI,LLIILLIII	59925.EU91_0689,146891.A9601_07201,1501269.EW15_0766,167550.EV00_1646,167542.P9515_07381,59926.EV02_0014,1499498.EV05_1777,1499499.EV06_1223,167548.EU98_0488,74546.PMT9312_0665,167539.Pro_1027,167546.P9301_07181,1501268.EW14_0739,93060.P9215_07501,93057.EU95_1075,167555.NATL1_07221,59919.PMM0665,59921.EU92_1598,93059.P9211_07751	hslO :: Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	0.9230769230769232	78	1	31	0.9090909090909092	11	0	10
func_1c84b7281b84	72.65764848538956	1.1508833926613495e-15	8.873672620825813e-17	HL,LLI,LLIILLIII	1501268.EW14_0692,167555.NATL1_07091,167548.EU98_0971,167542.P9515_07111,1499498.EV05_1795,93057.EU95_1290,59926.EV02_0550,1471459.JFLJ01000111_gene63,93060.P9215_07281,59919.PMM0645,74546.PMT9312_0645,146891.A9601_07011,59921.EU92_0700,59925.EU91_0142,167546.P9301_06721	FAD linked oxidase	0.9487179487179488	78	0.4516129032258064	31	0.09090909090909093	11	0	10
func_95b3493d8b67	72.44261665342262	1.2796710257774155e-15	9.844788435839029e-17	HL,LLI,LLIV	74547.PMT_0076	COG0845 Membrane-fusion protein	0.01282051282051282	78	0.06451612903225806	31	0	11	0.8	10
func_5bb480cd4fa2	72.37278248172531	1.3245207411018633e-15	1.0167283217172879e-16	HL,LLI,LLIILLIII	93057.EU95_0258,1499499.EV06_0903,1501269.EW15_0931,167542.P9515_10441,167555.NATL1_09141,167546.P9301_08951,93060.P9215_09271,59926.EV02_0188,74545.EU96_0487,59921.EU92_1439,93059.P9211_06751,167539.Pro_0728,167550.EV00_1461,1501268.EW14_0926,59919.PMM0961,1499498.EV05_1874,1471522.JFNU01000094_gene10,146891.A9601_08971,167548.EU98_0556,74546.PMT9312_0838	amyA :: Alternative locus ID	0.935897435897436	78	0.935483870967742	31	1	11	0	10
func_d84b2e3ec7bc	71.49548800742275	2.0416592183744707e-15	1.5637583604697286e-16	HL,LLI,LLIILLIII	146891.A9601_05601,59919.PMM0503,1501268.EW14_0548,167548.EU98_0013,1499498.EV05_0561,59926.EV02_0693,59925.EU91_1214,93059.P9211_05031,93057.EU95_1365,93059.P9211_05041,59921.EU92_0848,167546.P9301_05301,167555.NATL1_05611,74546.PMT9312_0504,1499499.EV06_0293,167542.P9515_05671,93060.P9215_05851,1501269.EW15_0601,74545.EU96_1161,1471459.JFLJ01000101_gene818	cobK :: Alternative locus ID	0.9615384615384616	78	0.935483870967742	31	0.6363636363636364	11	0	10
func_fe558ea99ef7	70.0853480672979	4.092445299965581e-15	3.127603015073205e-16	HL,LLI,LLIV	1501269.EW15_2164,1471522.JFNU01000169_gene975,167555.NATL1_20931,1499502.EV12_1501	O-antigen export system permease protein RfbD	0.0641025641025641	78	0.8064516129032258	31	0	11	0.2	10
func_0e70a4969b5b	69.81481483208377	4.676399958400229e-15	3.566028781092635e-16	HL	167548.EU98_0403,1501268.EW14_0814,146891.A9601_07861	Translation initiation factor IF-2,  N-terminal region	0.7435897435897436	78	0	31	0	11	0	10
func_1d9bae5c4942	69.38587091281327	5.777690275551521e-15	4.396165229125685e-16	HL,LLI,LLIILLIII	167555.NATL1_15981,59921.EU92_0185,167542.P9515_13151,1471522.JFNU01000169_gene909,74545.EU96_1466,1499498.EV05_1327,74546.PMT9312_1247,1499499.EV06_1437,1501269.EW15_1658,59926.EV02_1802,93059.P9211_12241,93060.P9215_13551,167539.Pro_1245,167548.EU98_1940,146891.A9601_13251,93057.EU95_0628,59919.PMM1150,167546.P9301_13401,167550.EV00_1208,1501268.EW14_1382	trxB :: Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family	0.9615384615384616	78	0.9032258064516128	31	0.8181818181818182	11	0	10
func_26f66e433672	68.57281412591094	8.626188253269849e-15	6.549185993399225e-16	LLI,LLIV	74547.PMT_1678,1499502.EV12_0420,167555.NATL1_03901	cpeT :: Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	0	78	0.3548387096774194	31	0	11	0.9	10
func_567049aed2b2	68.05063196412891	1.1158248552585299e-14	8.3980740263783225e-16	LLIILLIII	167539.Pro_0845,1499499.EV06_1030	Complex I intermediate-associated protein 30 (CIA30)	0	78	0	31	0.5454545454545454	11	0	10
func_6cd0dd05efb7	68.05063196412891	1.1158248552585299e-14	8.3980740263783225e-16	LLIILLIII	316279.Syncc9902_1604,110662.Syncc9605_0762	dehydratase	0	78	0	31	0.5454545454545454	11	0	10
func_c00c3d573b51	68.05063196412891	1.1158248552585299e-14	8.3980740263783225e-16	LLIILLIII	167539.Pro_1393	echA :: NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter, MnhA subunit	0	78	0	31	0.5454545454545454	11	0	10
func_ef6dc394b88b	68.05063196412891	1.1158248552585299e-14	8.3980740263783225e-16	LLIILLIII	167539.Pro_0346,93059.P9211_03411,1499499.EV06_0455	pucC :: PUCC protein	0	78	0	31	0.5454545454545454	11	0	10
func_a88ef1cd556a	67.16933566690886	1.722728241295236e-14	1.2937768933628965e-15	HL,LLIV	74547.PMT_1927,1499502.EV12_1750,522306.CAP2UW1_0115	Glycosyl transferase 4-like domain	0.02564102564102564	78	0	31	0	11	0.7	10
func_c216fbb292f4	65.89623924253787	3.225748889941426e-14	2.417320071862492e-15	HL,LLIILLIII	59921.EU92_0495,93060.P9215_12611,167546.P9301_16881,1499499.EV06_0741,167542.P9515_16771,1471459.JFLJ01000156_gene920,59925.EU91_1664,74546.PMT9312_1589,1501268.EW14_1270,59919.PMM1497,167539.Pro_0060,167548.EU98_1289	Family 2	0.782051282051282	78	0	31	0.4545454545454546	11	0	10
func_25e3c91ff375	64.0739234007126	7.914638322506831e-14	5.867725829801362e-15	HL,LLI,LLIV	59921.EU92_0674,167546.P9301_08861,74547.PMT_2229,59926.EV02_0179,1499502.EV12_2360,74546.PMT9312_0829,1501269.EW15_1980,1501268.EW14_0917,167548.EU98_0547,93057.EU95_0267,146891.A9601_08881,59919.PMM0970,74545.EU96_0478,93060.P9215_09181,167555.NATL1_19191	urtA :: substrate binding protein	0.8846153846153846	78	0.967741935483871	31	0	11	1	10
func_66304dc2e4ef	64.0739234007126	7.914638322506831e-14	5.867725829801362e-15	HL,LLI,LLIV	167555.NATL1_19261,59921.EU92_0681,146891.A9601_08951,74546.PMT9312_0836,93057.EU95_0260,1501269.EW15_1987,167550.EV00_1463,1501268.EW14_0924,167546.P9301_08931,74547.PMT_2236,1499502.EV12_2368,59925.EU91_0866,74545.EU96_0485,93060.P9215_09251,59919.PMM0963,59926.EV02_0186,167548.EU98_0554	ureC :: Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family	0.8846153846153846	78	0.967741935483871	31	0	11	1	10
func_7d0f4616a50d	64.0739234007126	7.914638322506831e-14	5.867725829801362e-15	HL,LLI,LLIV	167546.P9301_08901,74546.PMT9312_0833,167555.NATL1_19231,167550.EV00_1466,59926.EV02_0183,146891.A9601_08921,59921.EU92_0678,1501268.EW14_0921,74547.PMT_2233,74545.EU96_0482,59925.EU91_0863,59919.PMM0966,93060.P9215_09221,167548.EU98_0551,1501269.EW15_1984	ureD :: Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	0.8846153846153846	78	0.967741935483871	31	0	11	1	10
func_84e06b3bbf85	64.0739234007126	7.914638322506831e-14	5.867725829801362e-15	HL,LLI,LLIV	93060.P9215_09231,1499502.EV12_2366,167548.EU98_0552,74547.PMT_2234,167555.NATL1_19241,167550.EV00_1465,232348.ADXL01000044_gene1503,59919.PMM0965,59925.EU91_0864,59926.EV02_0184	ureA :: Belongs to the urease gamma subunit family	0.8846153846153846	78	0.967741935483871	31	0	11	1	10
func_e6c3b49e88d7	64.0739234007126	7.914638322506831e-14	5.867725829801362e-15	HL,LLI,LLIV	93060.P9215_09241,59925.EU91_0865,74546.PMT9312_0835,59926.EV02_0185,167555.NATL1_19251,167546.P9301_08921,93057.EU95_0261,1496688.ER33_07960,1501269.EW15_1986,1499502.EV12_2367,146891.A9601_08941,167548.EU98_0553,59919.PMM0964,1501268.EW14_0923,74545.EU96_0484,74547.PMT_2235,167550.EV00_1464,59921.EU92_0680	ureB :: Belongs to the urease beta subunit family	0.8846153846153846	78	0.967741935483871	31	0	11	1	10
func_407e1c61aded	63.896845254782555	8.635751002963007e-14	6.375097723868269e-15	LLI,LLIV	74547.PMT_2144,1499502.EV12_2234	Barrel-sandwich domain of CusB or HlyD membrane-fusion	0	78	0.03225806451612903	31	0	11	0.6	10
func_964508893945	63.896845254782555	8.635751002963007e-14	6.375097723868269e-15	LLI,LLIV	1499502.EV12_2235,74547.PMT_2145	Papain-like cysteine protease AvrRpt2	0	78	0.03225806451612903	31	0	11	0.6	10
func_77097cff0f99	63.689261645184985	9.565130388141364e-14	7.046193737643726e-15	HL,LLI,LLIILLIII	59925.EU91_1470,1501269.EW15_1782,74545.EU96_1626,59921.EU92_0403,59926.EV02_1668,167539.Pro_1378,167555.NATL1_17241,74546.PMT9312_1400,146891.A9601_15031,1499498.EV05_1183,167550.EV00_1045,1471459.JFLJ01000137_gene1161,93060.P9215_15331,167546.P9301_14901,59919.PMM1304,1501268.EW14_1606,93059.P9211_13521,167542.P9515_14651,1471522.JFNU01000178_gene621	codA :: COG402 Cytosine deaminase and related metal-dependent hydrolases Nucleotide transport and metabolism General function prediction only	0.9615384615384616	78	0.8064516129032258	31	0.9090909090909092	11	0	10
func_488efee66788	63.341484751110755	1.135158437734747e-13	8.344476111353872e-15	HL,LLI,LLIILLIII	59921.EU92_1277,59926.EV02_0351,146891.A9601_10571,1501268.EW14_1090,93059.P9211_06631,74546.PMT9312_0986,167548.EU98_1245,167550.EV00_0078,93060.P9215_10881,1499498.EV05_1887,1123248.KB893314_gene3277,74545.EU96_0229,1499499.EV06_0892,167555.NATL1_09121,167542.P9515_10561,167546.P9301_10571,1501269.EW15_0929,93057.EU95_1027,167539.Pro_0720,59919.PMM0981,1471522.JFNU01000139_gene1772,585425.KR52_11765,59925.EU91_1028	membrane transporter protein	0.9230769230769232	78	0.935483870967742	31	0.9090909090909092	11	0	10
func_3f1779e99b7d	63.03416317749462	1.3205849097650663e-13	9.687010762718798e-15	HL,LLIV	74547.PMT_0691,1499502.EV12_2638,1471459.JFLJ01000134_gene1253,1499502.EV12_0212,1185653.A1A1_07042,74547.PMT_1545	Belongs to the ABC transporter superfamily	0.1282051282051282	78	0	31	0	11	1	10
func_59ef203d3b3e	62.400725672990994	1.8038032547752242e-13	1.3148215276411499e-14	LLIV	32051.SynWH7803_2297,64471.sync_2631,166318.Syn8016DRAFT_1875	Extracellular ligand-binding receptor	0	78	0	31	0	11	0.5	10
func_c3e1d8316dcd	62.400725672990994	1.8038032547752242e-13	1.3148215276411499e-14	LLIV	74547.PMT_1699	recombinase activity	0	78	0	31	0	11	0.5	10
func_e25041862cc8	62.400725672990994	1.8038032547752242e-13	1.3148215276411499e-14	LLIV	74547.PMT_2153	iron ion homeostasis	0	78	0	31	0	11	0.5	10
func_de038de3713e	62.374343272203085	1.827380624691709e-13	1.3292149875505817e-14	HL,LLI,LLIV	74547.PMT_1912,1499502.EV12_1735,313625.BL107_05589,180281.CPCC7001_93,110663.KI911558_gene2159,99598.Cal7507_5298	COG1778 Low specificity phosphatase (HAD superfamily)	0.02564102564102564	78	0.1935483870967742	31	0	11	0.9	10
func_19f2bcba1b42	61.579447872972054	2.7023342511673895e-13	1.961533645705438e-14	HL	146891.A9601_17671,59921.EU92_0558,59926.EV02_1398,93060.P9215_18321,1501268.EW14_1918	hycB :: Alternative locus ID	0.6923076923076923	78	0	31	0	11	0	10
func_0695242882bf	61.10767852901491	3.408508892308169e-13	2.468956911349092e-14	HL,LLI,LLIV	167548.EU98_0546,1499502.EV12_2359,59921.EU92_0673,93057.EU95_0268,74545.EU96_0477,74547.PMT_2228,167555.NATL1_19181,167550.EV00_1471,93060.P9215_09171,74546.PMT9312_0828,167546.P9301_08851,59919.PMM0971,146891.A9601_08871,1501269.EW15_1979	urtB :: Belongs to the binding-protein-dependent transport system permease family	0.8717948717948718	78	0.967741935483871	31	0	11	1	10
func_051ab83622bf	60.588120038851976	4.401382423932397e-13	3.181503901541873e-14	HL,LLI,LLIV	59921.EU92_1123,74545.EU96_1066,167542.P9515_04751,167555.NATL1_10851,59919.PMM0414,167548.EU98_0758,74547.PMT_2034,59925.EU91_0578,167546.P9301_04331,1471459.JFLJ01000095_gene1413,167548.EU98_1817,1501268.EW14_0451,59926.EV02_0789,93057.EU95_0046,93060.P9215_04901,1501269.EW15_1103,74546.PMT9312_0409,167550.EV00_1919,232348.ADXL01000091_gene449	short chain dehydrogenase	0.9230769230769232	78	0.8709677419354839	31	0	11	0.4	10
func_72594b61d36d	60.27372678712604	5.13765183571518e-13	3.705989515341027e-14	HL,LLI,LLIV	59925.EU91_1197,167546.P9301_10981,93060.P9215_11271,1499502.EV12_0107,167548.EU98_0128,59919.PMM1009,1471522.JFNU01000141_gene1672,1501268.EW14_1131,74547.PMT_0200,74546.PMT9312_1019,167542.P9515_10941,74545.EU96_0003,59926.EV02_0391,146891.A9601_10981,1501269.EW15_0456,167555.NATL1_04411,167550.EV00_0059,59921.EU92_1077	dus :: Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	0.8461538461538461	78	1	31	0	11	1	10
func_aeef78db9e55	60.152985421141366	5.452073282829879e-13	3.924634697607626e-14	HL,LLIILLIII	1471522.JFNU01000202_gene986,1499499.EV06_1891,93060.P9215_16801,59925.EU91_1344,59919.PMM1392,74545.EU96_1755,146891.A9601_13011,167548.EU98_1964,1501268.EW14_1358,167546.P9301_13081,59926.EV02_1840	Heat-labile enterotoxin alpha chain	0.7051282051282052	78	0	31	0.09090909090909093	11	0	10
func_607871562099	59.80008250388166	6.485694587183767e-13	4.6590133590497907e-14	HL,LLIV	74547.PMT_1560,59919.PMM0360,1499502.EV12_1580	Cupin superfamily (DUF985)	0.03846153846153846	78	0	31	0	11	0.7	10
func_eb5a102c9049	59.19745280330596	8.723423156276219e-13	6.253543437186193e-14	HL,LLI,LLIILLIII	167546.P9301_10281,93060.P9215_10611,1471459.JFLJ01000114_gene688,1471522.JFNU01000139_gene1746,167542.P9515_09161,1499499.EV06_1188,1499498.EV05_1633,1501269.EW15_1065,93059.P9211_09251,59919.PMM0840,167555.NATL1_10491,146891.A9601_10291,74546.PMT9312_0960,167539.Pro_0998	terC :: COG861 Membrane protein TerC, possibly involved in tellurium resistance Inorganic ion transport and metabolism	0.9230769230769232	78	0.935483870967742	31	0.6363636363636364	11	0	10
func_3bfec22438c2	58.468847272857566	1.2482438879193216e-12	8.929811722877308e-14	HL,LLI,LLIV	167550.EV00_1469,74547.PMT_2230,74546.PMT9312_0830,146891.A9601_08891,167555.NATL1_19201,1501269.EW15_1981,59921.EU92_0675,93060.P9215_09191,59926.EV02_0180,167546.P9301_08871,59919.PMM0969,167548.EU98_0548,93057.EU95_0266	ureG :: Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG	0.8589743589743589	78	0.967741935483871	31	0	11	1	10
func_3a968b94848d	58.04752419830873	1.535569580312976e-12	1.0962707421005845e-13	HL,LLI,LLIV	32051.SynWH7803_0238,180281.CPCC7001_1208,1499502.EV12_1734,110662.Syncc9605_0183,74547.PMT_1911,990073.ATHU01000001_gene827	kpsF :: Belongs to the SIS family. GutQ KpsF subfamily	0.05128205128205128	78	0.12903225806451613	31	0	11	0.9	10
func_50eca3c6776a	57.47303003450263	2.036716986859774e-12	1.4510631625867762e-13	LLI,LLIILLIII	167539.Pro_1522,1499499.EV06_1934	ggt :: Gamma-glutamyltranspeptidase	0	78	0.03225806451612903	31	0.5454545454545454	11	0	10
func_6846602dfadd	57.02137407637807	2.543022807025685e-12	1.8080691070693867e-13	HL,LLI,LLIILLIII	167542.P9515_07021,146891.A9601_06921,59925.EU91_0133,167546.P9301_06631,167548.EU98_0981,74545.EU96_1296,59926.EV02_0559,93060.P9215_07191,74546.PMT9312_0636,167550.EV00_1687,59921.EU92_0710,59919.PMM0636,167539.Pro_0793,1471459.JFLJ01000108_gene1733,167555.NATL1_06991,1499498.EV05_1807,93059.P9211_07441,1501269.EW15_0742,1501268.EW14_0683,1499499.EV06_0973	pncA :: Alternative locus ID	0.9230769230769232	78	0.9032258064516128	31	0.8181818181818182	11	0	10
func_6fe5bc73c8fa	56.81948313951885	2.8083151940557407e-12	1.9926066860496512e-13	HL,LLI,LLIV	74547.PMT_0108,1499502.EV12_1500,1501269.EW15_2165,1471522.JFNU01000169_gene976,167555.NATL1_20941	ABC-type polysaccharide polyol phosphate transport system ATPase component	0.1153846153846154	78	0.8064516129032258	31	0	11	0.3	10
func_9a32d2ad61af	56.773377634939834	2.872679410448322e-12	2.0341158051875183e-13	HL,LLI,LLIV	74546.PMT9312_0570,59931.WH7805_00045,167546.P9301_05961,146891.A9601_06261,59919.PMM0570,93057.EU95_1431,167542.P9515_06351,1499502.EV12_2932,74547.PMT_0467,59921.EU92_0780,1471522.JFNU01000005_gene1540,74545.EU96_1228,59925.EU91_0065,221359.RS9916_27584	ndhL :: electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration	0.8974358974358975	78	0.8709677419354839	31	0	11	1	10
func_11558db3aa84	56.42049551307449	3.4166941716014554e-12	2.414399916367735e-13	HL,LLI,LLIILLIII	93059.P9211_08941,74546.PMT9312_0931,1499498.EV05_1016,167555.NATL1_10121,167542.P9515_09511	rpmG :: Belongs to the bacterial ribosomal protein bL33 family	0.8974358974358975	78	0.9032258064516128	31	0.3636363636363637	11	0	10
func_0fda68a69af9	56.25517687997035	3.705858998959159e-12	2.581928082171113e-13	LLIILLIII	1499499.EV06_2032,1499498.EV05_1285	Peptidase family M20 M25 M40	0	78	0	31	0.4545454545454546	11	0	10
func_46de70a3cf3e	56.25517687997035	3.705858998959159e-12	2.581928082171113e-13	LLIILLIII	167539.Pro_0328	Cytochrome b559 alpha chain (PsbE)	0	78	0	31	0.4545454545454546	11	0	10
